name,text,price,label
17. Chicken Yat Gaw Mein,Served with crispy noodle.,4.85,0
Fried Cheese Cake,,3.5,0
Ice Cream Sandwich,"Hand scooped vanilla ice cream, sandwiched between 2 freshly baked oatmeal chocolate chip cookies.",2.9,0
Seafood Soup,"Shrimp, crab stick, scallop and fish cake in clear broth.",6,0
Oatmeal,Available from 6:00 AM - 2:00 PM daily.,4.29,0
Brewed Hot Tea,,2.39,0
Bola de Yuca,Cassava ball.,2,0
Potato Wedges,Crispy potatoes seasoned with a special blend of herbs and spices,0,0
Chicken Quesadilla,,9,0
Vitamin Water Zero XXX,,4.5,0
White Chocolate Macadamia Cookie,,0.99,0
Garlic Sticks with Cheese,,5.55,0
Chicken Fried Chicken Plate,,10.99,1
Turkish Cigar Brek,Pan fried phyllo dough stuffed with feta cheese and parsley.,4.99,0
Pellegrino,Sparkling water.,2.99,0
Soft Drink,,2.39,0
Thai Iced Tea,,3.5,0
Ham & Egg CROISSAN'WICHÂ® Meal,"Our grab-and-go Ham & Egg CROISSANâWICHÂ® is now made with 100% butter for a soft, flaky croissant piled high with thin sliced sweet black forest ham and fluffy eggs. Meal comes in medium and large sizes. Served with Hash Browns, your choice of Drink.",0,0
Chicken Rice Soup,,3.89,0
Banana Tempura,,4.99,0
Fried Green Beans with Chipotle Mayo,,4.95,0
Quesadilla Salad,"Romaine lettuce, black bean fiesta mix, multi-colored tortilla strips, shredded cheeses and two cheese-filled tortillas. Chipotle ranch dressing on the side. Choose a protein to compliment your salad of either Grilled Chicken, Crispy Pollo Bitesâ¢ or Shrimp.",6.99,0
Side of Chips and Salsa,,3.47,0
94. Sesame Bean Curd,With white rice.,7.95,0
Malt,,6,0
EGG-NORMOUS BURRITOâ¢ Meal,"Featuring a generous serving of savory sausage, thick-cut smoked bacon, lots of fluffy eggs, topped with Queso sauce, golden hash browns, plus a creamy spicy sauce all wrapped up in a warm flour tortilla and served with a side of Picante Sauce. Meal comes in medium and large sizes. Your choice of Hash Browns and a Drink.",0,0
Nacho Cheese Doritos,,1.59,0
Dinner Roasted Potato,,4,0
Collard Greens,,0,0
Caribbean Smoothie,,0,0
"Turkey, Bacon & Guacamole Signature Wrap Combo","The name says it all. A delicious Tomato Basil wrap filled with a double portion of turkey breast and smoky applewood bacon topped with Provolone cheese, guacamole, lettuce, tomatoes, red onions, and Ranch. Served with choice of side and a bottled drink.",12.49,1
Stuffed Shrimp,3 large bacon wrapped shrimp filled with crabmeat.,12.95,0
22101. Tuna Salad,,8.95,0
Tao Hoo Tod,Light crispy tofu with peanut sauce and sweet chilli sauce.,8.95,0
6 Piece Sausage Rolls,,5.99,0
Starbucks Medium-Roasted Iced Coffee,,3.75,0
Chophouse Burger (Lunch),"1/2 lb. cheddar, bacon, lettuce & tomato.",13,1
Fried Green Tomatoes Lunch,With remoulade sauce.,6.95,0
Cucumber Salad,,2.5,0
Mac and Cheese,,3,0
Harmless Coconut Water (16oz),,4.99,0
Palmito,"Hearts of palm, tomatoes, haricot vert, beets and blue cheese.",11,0
Nachos BellGrandeÂ®,"A portion of crispy tortilla chips topped with warm nacho cheese sauce, refried beans, seasoned beef, ripe tomatoes and cool sour cream.",4.19,0
Chicken Kara-Age,Deep-fried chicken Japanese style.,7.5,0
Mozzarella Sticks,Breaded cheese sticks served with marinara sauce.,9,0
Grilled Pacific Salmon,Served with garlic mashed potatoes and mixed vegetables.,28,1
Diet Coke,Fountain beverage. A product of The Coca-Cola Company.,0,0
12 Count Cookies,Fresh baked chocolate chip and peanut butter cookie assortment.,12,0
Sprite Zero (2 Liter - 24 Hours Notice Required),Available at lunch for advanced orders only!  Need them short notice? Please call for availability.,2.75,0
H1. Orange Shrimp,Served with steamed rice. Spicy.,9.95,0
Potato Naan,Naan stuffed with potatoes and green peas.,4.4,0
Greek Olives,,2.99,0
BBQ Wings,,0,0
House Coffee,,1.99,0
Fried Chicken Salad,,3.95,0
Buffalo Chips,thick-cut potato chips,0,0
Seaweed Salad,Please let us know if you have any dietary restrictions or special considerations.,7.25,0
03. Spring Roll,One roll.,1.5,0
Chocolate Chip Cookie,Freshly baked right in our restaurant,0,0
Mediterranean Salad,"Lettuce, tomatoes, cucumbers, red cabbage, feta, black olives, marinated artichoke hearts and house dressing.",8.99,0
35. Yuki,Chopped spicy beef.,11.95,0
Wellness Shot with Lemon Ginger Turmeric,,5,0
Deviled Crab Cake Bites,With cocktail sauce.,7.15,0
Fresh-Baked Cookie,"Fresh-baked cookies of the chocolate chip, white chocolate macadamia and oatmeal raisin persuasion.",0,0
6 Pieces Mozzarella Sticks,,8.25,0
Smoked Chicken Nachos,"Smoked chicken over corn tortilla chips, nacho and cheddar Jack cheese. Topped with lettuce, sour cream, guacamole, pico de gallo and jalapenos.",11,0
Veggie DeliteÂ® Chopped Salad,"Crispy, crunchy and classically delicious. Try a delicious combination of lettuce, tomatoes, green peppers, black olives, spinach and onions with your choice of dressings.",7.98,0
"Make Any 6"" Sub a Chopped Salad Combo","Try a delicious combination of lettuce, spinach, tomatoes, green peppers, black olives and onions with your choice of condiments with your favorite combinations of meat. Served with your choice of drink and a side.",11.49,0
Goat Cheese Salad,"Goat cheese, fresh spinach, dried cranberries, candied walnuts and Dijon dressing.",10.95,0
Vegetarian Split Pea Soup,"LF, DF, V - Vegetable stock soup made with pureed green split peas, parsley, carrots, celery, onions and garlic. Comes with a big hunk of bread.",0,0
3 pc. Tenders Fill Up,"3 Extra Crispyâ¢ Tenders, 1 side of your choice, a biscuit, a cookie, your choice of a dipping sauce, and a medium drink.",5,0
Panna Cotta,Eggless vanilla bean custard with marinated berries,7,0
Red Bull,8.4 FL OZ (250mL),2.99,0
Goat Cheese Salad,"Mixed greens, cucumber, tomatoes, asparagus, roasted red pepper, goat cheese and balsamic vinegar dressing.",7.95,0
124. Simmered Braised Bean Curd,Vegetarian.,7.5,0
Chicken Calzone,"Tender grilled white chicken meat, fresh tomatoes, sauteed onions and green peppers, crispy bacon and Sarpino's signature gourmet cheese blend wrapped in a golden-brown crust with rich garlic butter and sprinkled Parmesan cheese.",0,1
Classic Hummus,Served with cucumbers. Vegan and gluten free.,4.99,0
Cole Slaw,"Freshly prepared in restaurant with cabbage, carrots, onion, and our signature dressing",0,0
Cambodian Iced Coffee,,5.5,0
Double Chocolate Chip Cookie,,4,0
OREOÂ® Chocolate Shake,"A spin on our classic OREOÂ® Shake, the OREOÂ® Chocolate Shake is a smooth shake made with velvety vanilla soft serve and blended with OREOÂ® cookie pieces and chocolate sauce. OREOÂ® and the OREOÂ® Wafer Design are registered trademarks of Mondelez International group, used under license.",3.39,0
Juice,,3,0
Sparkling Dasani,,2.5,0
65. Extra Basket of Chips,,1.24,0
Cinnabon DelightsÂ® 4 Pack,"Warm donut holes filled with CinnabonÂ® signature cream cheese frosting, and dusted in Makara Cinnamon sugar.",1.99,0
Large Fried Ravioli,,6.95,0
Bean Curd Szechuan Style,With white rice. Hot and spicy.,0,0
Apple Walnut,"Chicken, walnuts, almonds, raisings, tomatoes, cucumber, green peppers, onions and romaine lettuce.",0,0
Veggie Quesadilla,"Grilled flour tortilla filled with green onions, olives, tomato, mushroom, provolone cheese and a side of salsa and sour cream.",9.19,0
2. Muligatawny Soup,Yellow lentil soup with Indian ingredients.,3.99,0
Mac and Cheese,"Elbow macaroni covered in a rich, creamy cheddar cheese sauce",0,0
Smoked Wings,,10,0
28. Tahini Salad,,7.99,0
Cheesecake,,3,0
116. Crispy Eggplant,Spicy.,8.95,0
Pico de Gallo,,0,0
Chips and Pico De Gallo,Nacho chips served with a side of pico de gallo.,1.49,0
Bar-B-Q Spare Ribs,,0,0
Bottled Water,,1.75,0
Cherry Tomato Salad,"Arugula, fresh mozzarella, red onions, gaeta olives and extra virgin olive oil.",9,0
Canned Soda,Pineapple,0,0
Masale Bhaat,16 oz. Rice with spices and raita.,8.49,0
Hot Antipasto,"Calamari, clams, eggplant rollatini and fried shrimp.",0,0
Spring Chicken Salad,"Chickpea, asparagus, zucchini, blackberry, dill.",9,0
Flameado Cheese,Served with pico de gallo.,9.25,0
Bottled Perrier,,3.19,0
Bottled Water,,1.7,0
Chicken Poppers,,4.95,0
Chicken Quesadilla,"An extra flour tortilla filled with melty three-cheese blend, fire grilled chicken, creamy jalapeÃ±o sauce folded and grilled to perfection.",4.19,0
Pandoro Bread Pudding,"Pandoro bread, vanilla ice cream, vanilla sauce and fresh fruit puree.",10,0
Chocolate Ice Cream,,3.95,0
Wonton Soup,Chicken and shrimp wonton and cabbage in clear broth.,6,0
San Pellegrino Aranciata,,2.45,0
Garlic Parmesan Breadsticks,Dough topped with special garlic sauce and Parmesan Italian seasoning.,5.99,0
5 Piece Chicken Pakora,Tender boneless chicken breast marinated in lightly spiced batter and crispy fried.,6.95,0
Tuna Avocado Salad,Served with house salad and yuzu sauce.,13,0
4 Pieces Bacon Strips,,3.49,0
Mac & Cheese,"Elbow macaroni covered in a rich, creamy cheddar cheese sauce",0,0
428. Bean Curd with Broccoli,,9.39,0
Chia Seed Pudding,"Raw cacao powder, chia seeds, vanilla extract, agave and coconut milk.",5.99,0
Braised Cannellini Beans,Serves 1-2.,0,0
Garlic Bread with Cheese and Sauce,,3.3,0
Side House Salad,"Crisp greens tossed with citrus vinaigrette, bacon, tomatoes, and Cotija cheese.",3.49,0
Veggie DeliteÂ® Sandwich,"Crispy, crunchy and classically delicious. The Veggie Delite is proof that a sandwich can be high in flavor without being high in fat. Try a delicious combination of lettuce, tomatoes, green peppers, cucumbers, spinach and onions with choice of fat-free condiments on freshly baked bread.",0,1
Frutaza,"Fruta natural, mango, pepino, fresa, pina, sandia, melon, uvas, tajin, chamoy, japones and limon.",5.99,0
Medium Shrimp and Octopus,,7.99,0
Espresso,,0,0
Salmone Grigliato,"Fresh filet of broiled salmon, served with spinach.",18.5,1
Fried Noodles,,0.5,0
White Chocolate Macadamia Cookie,,0.79,0
Buffalo Chicken Hoagie,"With hot sauce, Buffalo fries and provolone cheese.",0,1
108. Fried Scallops,Ten pieces.,5.5,0
Triple Layer Nachos,"Nacho chips topped with refried beans, our famous red sauce and nacho cheese sauce.",1,0
Side of Sauce,,0.99,0
Go Green Smoothie,"Kale, spinach, pineapple and apple juice.",0,0
Bottle Water,,2,0
Greek Salad,"Lettuce, lucky tomatoes, green peppers, red onions, cucumbers, Feta cheese and olives with red wine vinegar and extra virgin olive oil.",11.5,0
Chili Cheese Fries,,3.95,0
Large Beverage,Select an ice-cold beverage,2.39,0
Caesar Salad,"Romaine, grated cheese, garlic croutons and Caesar dressing.",6.99,0
Chefs Salad,,9.59,0
Spicy Tako Salad,Octopus cooked with special spicy sauce.,5.95,0
Asparagus in Oyster Sauce,,12,0
House Salad Lunch,"Baby spring mix, tossed in the dressing of your choice, topped with wedges of Roma tomatoes, balsamic marinated mushrooms and house-made croutons garnished with pickled red onions.",6,0
Fries,,2.5,0
Roasted Veggie Quesadilla,,3.09,0
Chocolate Cake,,8.5,0
Chicken & Waffle Sandwich Combo,"A Chicken & Waffle Sandwich, a side of your choice, a side of Mrs. Butterworth'sÂ® syrup, and a medium drink",7.99,0
Zucchini Sticks,"Lightly breaded and crispy fried, served with Parmesan cheese and ranch dressing for dipping.",7.99,0
Fully Loaded (TRIPLE) CROISSAN'WICHÂ®,"Our Fully Loaded CROISSANâWICHÂ® is now made with 100% butter for a soft, flaky croissant piled high with thin sliced sweet black forest ham, savory sizzling sausage, thick cut smoked bacon, fluffy eggs, and melted American cheese.",4.79,0
Bottled Water,,1.75,0
Meze,,4.95,0
Fajita Salad,"Grilled chicken over a bed of salad mix, pico de gallo, cucumbers and cheese.",10.99,0
2 Large Pizzas Deal #15,2 large cheese pizzas with 2 liter soda.,21.99,0
201. Double Dark Chocolate Cake,Moist dark chocolate cake with layers of rich chocolate frosting on top of our sinful chocolate sauce.,12.95,0
Krab Stick Salad,,8,0
Coffee,Our 100% Arabica beans are sustainably harvested.,2.89,0
Black Bottom Chocolate Cake,,7,0
Punjabi Lassi,"Your choice of mango, rose, sweet and salted.",3.99,0
3. Beef Fried Rice,,13.95,1
Hot Antipasto,"Stuffed clams, baked stuffed shrimp, eggplant parmigiana and veal parmigiana.",8.95,0
Broccoli with Oyster Sauce,With white or brown rice.,6.75,0
10 Breaded Shrimp,,5.99,0
Soda,,0,0
Baby Bak Choy with White Garlic,,9.5,0
A17. Crab Rangoon,Six pieces.,4.49,0
Fresh Greens Smoothie,"Kale, spinach and avocado.",4,0
20 oz. Cool Blue Gatorade,,2.25,0
Lamb Biryani,Basmati rice and lamb flavored with saffron.,17.95,0
Spinach Calzone,,7.99,1
2 Pieces Vegetable Rolls,Vegetarian.,2.6,0
Mountain DewÂ® Kickstartâ¢ Orange Citrus,,1.79,0
New York Steak Salad,"Full size only. Sliced NY steak, bleu cheese crumbles, crispy onions, bacon, mixed green and basil balsamic dressing.",14,0
64. Miso Soup,Bowl.,5,0
6 Piece Steamed Gyoza,,4.95,0
Minute MaidÂ® Orange Juice,,1.49,0
Grilled Chicken Salad,"Skinless chicken breast, marinated in our signature adobo and then grilled and diced.",0,0
PepsiÂ®,,1.69,0
Snapple,,2.1,0
Osha Fresh Spring Rolls With Shrimp,"Carrot, cilantro, lettuce, mint, rice noodles wrapped with sweet peanut sauce.",9.95,0
Kinaly's Combo,"Combination of Chicken stay, spring roll, egg roll, 
Cream Cheese wonton, fried shrimp, and fried tofu.",10.99,0
60. Steamed Tofu with Broccoli,,7.35,0
Crazy Nachos,"Bean, beef and cheese, served with guacamole and sour cream.",0,0
Grilled Chicken Tenders,Five pieces.,6.99,0
Grilled Chicken Caesar Salad,"Romaine lettuce, croutons, Caesar dressing and grated Parmesan cheese topped with grilled chicken.",11.5,0
Lump Crab Cake,"House slaw, jalapeno-cilantro tartar, and mache.",12,0
Mashed Potatoes,,0,0
Tuna Tower,"Sushi rice, crab mix, fresh avocado, tuna, spicy sesame sauce, smelt roe, taro chips and wasabi aioli.",15,0
Garden Salad,"Lettuce, ham, mushroom, tomato, onion and cheese.",0,0
2 Silced Bacon,,1.5,0
"Chop Suey, Chow Mein, or Lo Mein","Choice of chop suey with rice, chow mein with crispy noodles, or lo mein mixed with soft noodles. Choice of meat: vegetable, pork and celery (brown sauce), fine-cut pork (light sauce), beef, or chicken. Shrimp available for an additional charge.",8.29,1
Iced Regular Coffee,Rainforest alliance certifiedâ¢ coffee poured over ice.,1.69,0
Rice and Beans,,0,0
1/2 Sweet Tea 1/2 Diet Lemonade,,0,0
2 Liter Soda,,2.75,0
Farmhouse Salad with Chicken,"All-natural grilled chicken, hard-boiled egg, bacon, blue cheese, tomatoes, cucumbers and red onion. Made to order on fresh lettuce with your choice of dressing served on the side.",7.95,0
Mozzarella Sticks (6),,6,0
Chips with Guacamole,,3.95,0
X2 Energy Lime,,3.29,0
Gajar Halwa,"Grated carrots, whole milk, dried fruit and nuts. Vegetarian.",5.99,0
Sauteed Spinach,,9.95,0
Large Orange Juice,,3.9,0
Chocolate Chip Cookie Dough,Scratch-made cookie dough with chocolate chips.,5,0
A12. Roti Canai,,7.95,0
11. Angel Wings,"Chicken wings stuffed with ground chicken, black mushroom and glass noodles. Served with sweet chili sauce.",7.95,0
Wedge Potatoes,,4,0
Thai Shrimp Salad,"Seasoned, grilled shrimp atop fresh Asian greens and edamame. Topped with almonds, crispy wonton strips and a drizzle of Thai peanut sauce. Served with our own chile lime vinaigrette. Lighter choices.",11.99,0
Jumbo Cookie,,3,0
Hawaiian Sun Juice,"green t/lychee,island iced  tea,lilikoi passiion,guava nectar,strawberry guava nectar,mango orange,passion orange ,pineapple orange",1.59,0
Edamame,,4.55,0
Cheese Sticks Lunch,Mozzarella cheese breaded and fried to perfection. Served with a side of our homemade marinara.,6.5,0
Gatorade,,3.99,0
Two Egg Omelet,With home fries and coffee.,3.49,1
2 Biscuits,"Warm, flaky, southern-style biscuits",1.69,0
House Salad Tray,"Mixed greens with cucumbers, tomatoes, black olives, and mozzarella. Vegetarian.",46,0
Filet Mignon,"Hand cut with a melt in your mouth flavor, paired with sauteed spinach and garlic mashed potatoes.",22,1
Tlayuda,"El sabor original. 11"" corn tortilla, black beans paste, cabbage, quesillo and your choice of meat.",12.75,0
Caesar Salad,"Romaine lettuce, tomatoes, croutons, shredded Parmesan cheese and Caesar dressing.",5.99,0
Taco Salad de Pollo,"Chicken, rice, beans, lettuce, tomatoes, avocado and cream cheese.",7.99,0
One Dipping Sauces,,0.99,0
Pintos N Cheese,Refried beans topped with our famous red sauce and three-cheese blend.,1.39,0
Hot Coffee,Large hot locally roasted coffee,1.5,0
Double Deal,"Two 14"" thin crust one topping pizzas.",19.99,0
Side Salad,,5,0
10 Piece Buffalo Wing,,6.95,0
Can Soda,,1.5,0
Cheese Pizza Special (Pick Up),,0,0
Mandarin Chicken Salad,"Mixed greens, Mandarin oranges, red onion, dried cranberries, grilled chicken and candied walnuts. Served with garlic bread.",0,0
DDD Special,"14"" Large Pizza, French Fries, 20 oz. soda and any dessert.",20.99,0
Can Mountain Dew,,1.39,0
Nachos BellGrandeÂ®,"A portion of crispy tortilla chips topped with warm nacho cheese sauce, refried beans, seasoned beef, ripe tomatoes and cool sour cream.",4.39,0
Zwings,,0,1
20 oz. Lipton Brisk Lemonade,,1.69,0
6 Fried Dumplings,,4.29,0
Chicken Fried Rice,,7,0
Sizzle Duck Crepe,Shredded duck breast with scallion wrapped in tofu skin.,9.95,0
Toffee Crunch Mini Cookies,Does not contain nuts.,1,0
Pineapple Chunks,,2.75,0
Mushrooms,10 pcs of fried mushrooms,4.39,0
Mochi Ice Cream,Choice of flavor.,3.99,0
The Caprese,"Fresh Mozzarella, tomato, almond basil pesto, basil leaves, balsamic reduction, on ciabatta bread.",7.49,1
Symphony Cup,,8,0
Dutch Apple Pie,"A gooey apple filling enveloped by a flaky pastry crust, our Dutch Apple Pie is served to you warm right out of the kitchen.",1.49,0
Tagliatelle Bolognese,Bolognese sauce and Parmigiano.,16.95,1
Caramel Sundae,"Cool and creamy with a caramel swirl, our prepared-to-order Caramel Sundae is complemented by our velvety Vanilla Soft Serve.",1.39,0
Vegetables Soup,"Bock choy, broccoli, mushrooms, zucchini, squash, cabbage and carrots.",0,0
Beef Fajita Salad,"A fresh lettuce blend topped with tomatoes, onions, shredded cheese, feta, cilantro, tortilla strips and choice of dressing.",7.99,0
Antipasto Salad,Regular may contain olives with pits.,9.5,0
90. Curry Shrimp,,0,1
Greek Salad,"Tomato, red onion, black olive and feta cheese.",5.99,0
Bottled NestlÃ©Â® Pure LifeÂ® Purified Water,"NestlÃ©Â® Pure LifeÂ® Purified Water, the exclusive bottled water of BURGER KINGÂ®, is a cool and refreshing way to wash down your signature favorites. Â© NestlÃ© Waters North America Inc.",1.79,0
Cheesy Fiesta Potatoes,Potato bites topped with nacho cheese sauce and reduced-fat sour cream.,1.19,0
Mac & Cheese Fritters,,11,0
Conch Fritters,Caribbean style conch served with spicy mayo.,12,0
Sierra MistÂ®,,1.79,0
RODEOÂ® Crispy Chicken Sandwich Meal,"The RODEOÂ® Crispy Chicken Sandwich is made with our breaded 100% white meat seasoned chicken filet, topped with 3 half-strips of thick-cut smoked bacon, crispy onion rings, tangy BBQ sauce, creamy mayonnaise and American Cheese all on our potato bun. Meal comes in medium and large sizes. Your choice of  a side of piping hot, thick cut French Fries or golden Onion Rings and a fountain drink of your choice to make it a meal.",0,1
Spaghetti with Veal,"Comes with garlic bread, Parmesan cheese and marinara sauce.",10.64,1
Rice,Basmati rice cooked with special Mediterranean spices mixed with salt and olive oil.,2.75,0
Toasted Pecan Roll,,4.05,0
Jalapenos Poppers,Six pieces with side of marinara sauce.,6.99,0
Sauteed Spinach,,4.8,0
Chicken & Bacon Ranch Chopped Salad,"Saddle and and try the fresh toasted SUBWAY Chicken & Bacon Ranch Melt sandwich. Stuffed with melted Monterey cheddar cheese,tender allwhite meat chicken, crispy bacon, ranch dressing and your choice of crisp veggies.",7.99,0
Pork Bun,,1.75,0
Hot and Sour Soup,,3,0
BKÂ® Joe Iced Coffee,"Our BKÂ® Joe Iced Coffee starts with 100% Arabica beans combined with silky cream and your choice of flavored syrups â Vanilla, Mocha and Plain - for a deliciously cool iced coffee experience.",1.29,0
Small Coleslaw,,3,0
Lion King Roll,"Salmon, avocado, crab salad, Parmesan sauce, eel sauce, fish roe and baked. 10 pieces.",11.95,0
Linguine con Vongole in Bianco,Linguine in white clam sauce.,20.5,1
Crispy Tofu Salad,"Lettuce, cucumbers, tomatoes, red and green onions, tossed in a fresh mint dressing.",8.95,0
House Salad,"Spring cut lettuce, cucumber, carrots, tomatoes, onions and shredded cheese.",7.99,0
Pork Namtok Salad,"Grilled pork thinly sliced and tossed with Thai herbs, chili, onions, lemon grass, cilantro and lime.",8.95,0
Tiramisu,,4.99,0
Onion Rings,,4.75,0
Assorted Yogurts,,2.25,0
Hibiscus Tea,,3,0
Tiropita,Three $6.95. Six $10.39.,0,0
Crispy Hand Cut Fries,Seasoned just right.,1.99,0
1/2 Gallon of Church's Southern Sweet TeaÂ®,,1.99,0
Cheese Cake,,5.5,0
Chocolate Chip Cookie,,1.25,0
Caramel Apple Empanada,A warm empanada filled with sweet caramel apple filling.,1,0
Soup of the Day,Call restaurant for the daily soup selection.,6,0
Triple Layer Nachos,"Nacho chips topped with refried beans, our famous red sauce and nacho cheese sauce.",1,0
Diablo Sauce Packet,,0,0
Farmer's Market Salad,"Mixed greens, cucumbers, carrots, feta cheese, tomatoes, red onions, pepperoncinis & croutons with Italian dressing.",0,0
Agedashi Tofu,Lightly deep-fried tofu and served in a soy based fish broth and topped with bonito flakes.,6,0
122. Variety Vegetable,Served with white rice.,0,0
Garlic Edamame,,7.95,0
Garlic Bread,"French bread topped with garlic, and butter then baked. Served with house-made marinara.",0,0
1 Liter Soda,,2.25,0
BBQ Chicken Wings,,0,0
60. General Tso's Mixed Vegetable,With white rice. Hot and spicy.,6.69,0
Mixed Vegetable Smoothie,"Celery, spinach, banana, apple, orange and mango.",4.39,0
PUREE OF TOMATO & EGGPLANT,vegetarian,0,0
Grilled Fajita Salad,"Lettuce, tomato, onions, bell pepper, 1/2 lb. of fajita and cheese.",8.99,0
Cream of Broccoli Soup,16 oz.,3.9,0
Milo PEQ,,1.5,0
Cheesecake,,4.29,0
Vegetarian Black Beans with Jack Cheese,,1.95,0
Mutter Paneer,Green peas cooked with home made cheese. Vegetarian.,7,0
2. Roast Pork Egg Roll,1 piece.,1.4,0
Rice Pilaf,,3,0
Catering Gallon of Unsweet Tea,"With ice, cups and sweetener.",4.99,0
B2.Japanese  Marble Soda,"Original (blue),Strawberry (red),Melon(green),Orange",2.75,0
26. Crazy Roll,"Inside with shrimp tempura, spicy tuna, tobiko, avocado and roll with seaweed.",15,0
Chips and Guacamole,Nacho chips served with a side of premium guacamole.,1.59,0
Chips and Pico De Gallo,Nacho chips served with a side of pico de gallo.,1.49,0
Double Del Cheeseburger,"Two 100% beef patties, two slices of American cheese, two fresh tomato slices, burger sauce, crisp lettuce, and diced onions on a grilled sesame seed bun.",4.39,1
Soda,,1.5,0
Fried Okra,,0,0
Funnel Cake Fries,,3.99,0
Jumbo Crispy Onion Rings,Order of our hand-breaded fresh crispy onions. Simply the best rings ever served with our special BreWingZ dipping sauce.,7.69,0
Rotisserie-Style Chicken Sandwich Combo,"Itâs alright to flip out over our chicken. The Rotisserie-Style Chicken Sandwich is made with tender, hand-pulled all white meat chicken with seasoning and marinade and raised without antibiotics. Try it with melted cheese, crisp veggies, and sweet, on freshly baked bread. Served with choice of side and a bottled drink.",0,1
Soft Drink,,0,0
Antipasto Salad,"Ham, salami, pepperoni and provolone cheese. Added to mixed greens, tomatoes, red onions, olives and shredded carrots.",8,0
6. Crispy Calamari,"Deep-fried calamari, mango sauce and sesame seeds.",6.99,0
10 Piece Shrimp,,5.49,0
SOURDOUGH KINGâ¢ Meal,,3.79,0
EGG-NORMOUS BURRITOâ¢,"Featuring a generous serving of savory sausage, thick-cut smoked bacon, lots of fluffy eggs, topped with Queso sauce, golden hash browns, plus a creamy spicy sauce all wrapped up in a warm flour tortilla and served with a side of Picante Sauce.",3.59,0
French Fries,,0,1
Spinach and Chicken Vesuvio Salad,"Fresh spinach, olive oil dressing, roasted red peppers, peas, and chicken strips.",9.95,0
Tea,,2.75,0
Ice Cream,Vanilla,1.5,0
Fire Sauce Packet,,0,0
Wonton Soup,10 Wontons with Vegetable,8.7,0
Pecan Pie,,2.39,0
Sweet Sticky Rice with Fresh Mango,,4.95,0
S7. Shrimp Noodle Soup,,6.95,0
Spanish Rice,,4,0
Chicken Fingers,,5,0
Chocolate Cookies,,1.5,0
12 Piece Wings,,9.99,0
Arizona Green Tea,,1.25,0
Regular Steak Salad,"Regular is beans, salad and cheese. Deluxe is beans, salsa, guacamole and sour cream.",6.35,0
Geso Karaage a la Carte,Seasoned deep fried squid legs.,5,0
Onion Rings,,6.25,0
2281. Brownie,,1.2,0
Chicken & Bacon Ranch Melt Chopped Salad,"Saddle and and try the fresh toasted SUBWAY Chicken & Bacon Ranch Melt sandwich. Stuffed with melted Monterey cheddar cheese,tender allwhite meat chicken, crispy bacon, ranch dressing and your choice of crisp veggies.",8.69,0
Steamed White Rice,,0,0
Caesar Salad,"Romaine lettuce, croutons and Parmesan cheese topped with Caesar dressing.",8,0
Apple Juice,16 oz.,2.5,0
Gatorade,,1.99,0
Soda,,3.25,0
Air Baked Fries,,4,0
Beans,,2,0
Lychee Smoothie,,0,0
Small Spaghetti Meatball Lunch Special,,6.95,1
Fresh Baked Chocolate Chip Cookie,,0.89,0
1.2. Banh Mi Ga Nuong,"Vietnamese French bread with grilled chicken, butter, cucumbers, carrots, and cilantro.",4.5,0
12. BBQ Boneless Ribs,,0,0
Sticky Rice,,2,0
Corn,,2.99,0
A15. Mixed Vegetable Tempura Appetizer,,5.5,0
Chicken Bacon Ranch Pizza,"Ranch sauce, provolone cheese, bacon, grilled chicken and tomato.",14.99,1
Paneer Makhani,Homemade cheese cooked in tomato cream sauce.,11.95,1
"Sausage, Egg & Cheese CROISSAN'WICHÂ®","Our grab-and-go Sausage, Egg & Cheese CROISSANâWICHÂ®is now made with 100% butter for a soft, flaky croissant piled high with savory sizzling sausage, fluffy eggs, and melted American cheese.",3.59,0
Thai Chicken Noodle Soup,"Our Thai herb broth with poached chicken, rice noodles, fresh vegetables, and a squeeze of lime.",4.69,0
Boylan's Soda,"Crisp and flavorful cane sugar sodas that pair well with any ice cream, frozen yogurt or sorbet.",2.5,0
San Pellegrino Sparkling Mineral Water,,4,0
Lime Avocado Chicken Salad,"Mixed greens, tossed in srirracha and fresh lime juice, grilled chicken, avocado, tomato, cilantro, served over a bed of homemade tortilla chips.",15.95,0
Fruit Punch,,0,0
Jalapeno Poppers,,5.99,0
1/4 lb. Shrimp and Dill Salad,,4.2,0
Veggie Azteca Burrito,"Vegetarian burrito filled with fresh grilled vegetables (mushrooms, zucchini, onions, and special spices) and frijoles fresca. Smothered in salsa ranchera and melted cheese, then topped with sour cream.",13.49,1
Oatmeal Chocolate Chip Cookie,A Potbelly favorite!  Freshly baked oatmeal chocolate chip cookie,1.6,0
104.Bang Bang Shrimp,Crispy shrimp tossed in a creamy spicy sauce.,9.99,0
Milk,,1.95,0
Rice and Beans,,4.5,0
2 Links Sausage Breakfast,,2.5,0
A10. Chicken Dumpling,6 pieces. Steamed or fried.,5.95,0
Taco Salad,"Chili, tortilla chips, cheddar-jack, jalapenos, red onions, tomatoes, guacamole and sour cream. Dressing served on the side.",9,0
Eco-Friendly Utensils,,0.15,0
Italian Tuna Sandwich,"White beans, parsley, red onions, tomato, white vinegar and extra virgin olive oil. Served on daily-baked rustic ciabatta or focaccia bread. Includes a side of organic mixed greens.",10.95,1
Honey mustard sauce,,0,0
